"id","standortnr","artbot","min_alter","max_alter","clifton_park_min","clifton_park_max","baumsicht_min","baumsicht_max","sondengaenger_min","sondengaenger_max","zier_h_2000_min","zier_h_2000_max","baumportal_min","baumportal_max","mitchell_min","mitchell_max","kappel_mattheck_min","kappel_mattheck_max","lat","lng","kronendurchmesser","baumhoehe"
"221_YGD9FDA","YGD9FDA","Ulmus spec.","74","92",NULL,NULL,NULL,NULL,"74","92",NULL,NULL,"79","98",NULL,NULL,NULL,NULL,"52.36073","13.00767","6-8","20-25"
"419_166","166","Larix decidua","49","59",NULL,NULL,"49","59","78","94",NULL,NULL,"78","94","63","75",NULL,NULL,"52.36025","13.02601","4-6","15-20"
"840_1193","1193","Quercus robur","88","100",NULL,NULL,"100","114","169","193","100","114","169","193","88","100","110","126","52.40634","13.01372","12-14","15-20"
"809_29611","29611","Quercus robur","88","100",NULL,NULL,"100","114","169","193","100","114","169","193","88","100","110","126","52.43796","13.03415","8-10","15-20"
"273_128","128","Alnus spec.","38","50",NULL,NULL,NULL,NULL,"47","63",NULL,NULL,"43","57","38","50",NULL,NULL,"52.40071","13.07267","4-6","10-15"
"221_YT022AA","YT022AA","Quercus robur","38","50",NULL,NULL,"43","57","72","97","43","57","72","97","38","50","47","63","52.36077","13.00769","4-6","15-20"
"419_171","171","Larix decidua","39","49",NULL,NULL,"39","49","63","78",NULL,NULL,"63","78","50","63",NULL,NULL,"52.36039","13.02612","4-6","20-25"
"809_79","79","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.43817","13.03557","4-6","15-20"
"17_E7T1YGS","E7T1YGS","Carpinus betulus","25","38",NULL,NULL,"25","38",NULL,NULL,"25","38","35","52","25","38",NULL,NULL,"52.41197","13.0013","2-4","10-15"
"140_229","229","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47826","13.00995","unbekannt","15-20"
"153_136","136","Ginkgo biloba",NULL,"16",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"16",NULL,NULL,NULL,NULL,"52.39636","13.07561","<2","2-5"
"174_114","114","Acer platanoides",NULL,"11",NULL,"17",NULL,"11",NULL,"18",NULL,"11",NULL,NULL,NULL,"12",NULL,NULL,"52.3949","13.07432","<2","2-5"
"221_20658","20658","Quercus robur","100","113",NULL,NULL,"114","129","193","218","114","129","193","218","100","113","126","142","52.36009","13.00736","12-14","20-25"
"221_80XK4GW","80XK4GW","Quercus robur","75","88",NULL,NULL,"85","100","145","169","85","100","145","169","75","88","94","110","52.36004","13.00739","12-14","15-20"
"419_159","159","Larix decidua","29","39",NULL,NULL,"29","39","47","63",NULL,NULL,"47","63","38","50",NULL,NULL,"52.36017","13.02572","4-6","20-25"
"419_181","181","Larix decidua","10","20",NULL,NULL,"10","20","16","32",NULL,NULL,"16","32","12","25",NULL,NULL,"52.36046","13.02649","2-4","15-20"
"186_92","92","Quercus robur","38","50",NULL,NULL,"43","57","72","97","43","57","72","97","38","50","47","63","52.36555","13.08891","6-8","15-20"
"47_67","67","Pinus sylvestris","12","25","13","27","12","25","22","45",NULL,NULL,"16","33","16","32","19","39","52.36058","13.09079","2-4","15-20"
"244_173","173","Betula pendula","12","24","19","39","12","24",NULL,NULL,"12","24","12","24","12","25",NULL,NULL,"52.36084","13.0913","2-4","5-10"
"244_174","174","Carpinus betulus","38","50",NULL,NULL,"38","50",NULL,NULL,"38","50","52","70","38","50",NULL,NULL,"52.36085","13.09137","4-6","5-10"
"292_140","140","Aesculus hippocastanum","28","37","94","126","28","37","67","90","28","37","55","74","47","63",NULL,NULL,"52.37911","13.09701","6-8","5-10"
"292_22352","22352","Betula pendula","12","24","19","39","12","24",NULL,NULL,"12","24","12","24","12","25",NULL,NULL,"52.37954","13.09636","2-4","10-15"
"244_293","293","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.36236","13.09097","8-10","10-15"
"835_713080","713080","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.37515","13.11987","4-6","15-20"
"140_746","746","Fagus sylvatica",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47896","13.01269","unbekannt","15-20"
"140_504","504","Fagus sylvatica",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47852","13.01129","unbekannt","5-10"
"140_172","172","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.47798","13.00999","4-6","15-20"
"433_DFADPAT","DFADPAT","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.47211","13.009","4-6","5-10"
"795_x5","x5","Betula pendula","24","36","39","59","24","36",NULL,NULL,"24","36","24","36","25","38",NULL,NULL,"52.37285","13.10841","<2","10-15"
"374_4","4","Aesculus hippocastanum","9","19","31","63","9","19","22","45","9","19","18","37","16","32",NULL,NULL,"52.39771","13.06655","<2","5-10"
"374_36","36","Acer platanoides 'Schwedleri'","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.39765","13.06887","4-6","15-20"
"374_39","39","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.39754","13.06886","2-4","15-20"
"293_71","71","Juglans regia","15","30",NULL,NULL,"21","42","16","32","21","42","15","30",NULL,NULL,NULL,NULL,"52.40461","13.05623","4-6","5-10"
"289_30","30","Ulmus spec.","148","166",NULL,NULL,NULL,NULL,"148","166",NULL,NULL,"157","177",NULL,NULL,NULL,NULL,"52.39449","13.02947","12-14","15-20"
"140_743","743","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.479","13.01266","unbekannt","15-20"
"315_141","141","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.36301","13.08903","8-10","10-15"
"368_66","66","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.39797","13.04906","4-6","5-10"
"140_814","814","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.479","13.01299","unbekannt","15-20"
"153_174","174","Acer campestre",NULL,"16",NULL,NULL,NULL,NULL,NULL,"18",NULL,NULL,NULL,"19",NULL,"16",NULL,NULL,"52.3961","13.07717","2-4","2-5"
"140_480","480","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47851","13.01141","unbekannt","5-10"
"248_138","138","Robinia pseudoacacia","42","52",NULL,NULL,"42","52","63","78","42","52","57","71",NULL,NULL,NULL,NULL,"52.38046","13.04622","6-8","10-15"
"422_137","137","Acer pseudoplatanus","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.37061","13.10767","4-6","10-15"
"244_247","247","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.36207","13.09185","4-6","15-20"
"153_177","177","Acer campestre","16","32",NULL,NULL,NULL,NULL,"18","37",NULL,NULL,"19","39","16","32",NULL,NULL,"52.39605","13.07714","2-4","2-5"
"273_133","133","Acer campestre","32","47",NULL,NULL,NULL,NULL,"37","55",NULL,NULL,"39","59","32","47",NULL,NULL,"52.40066","13.07277","2-4","5-10"
"104_156","156","Fraxinus excelsior","28","37",NULL,NULL,"28","37","47","63","28","37","49","66","38","50",NULL,NULL,"52.36617","13.11981","6-8","15-20"
"140_2HAKXAV","2HAKXAV","Robinia pseudoacacia","42","52",NULL,NULL,"42","52","63","78","42","52","57","71",NULL,NULL,NULL,NULL,"52.47891","13.01309","4-6","15-20"
"104_DDAAXG7","DDAAXG7","Alnus spec.","38","50",NULL,NULL,NULL,NULL,"47","63",NULL,NULL,"43","57","38","50",NULL,NULL,"52.36563","13.11985","4-6","15-20"
"166_E68D3CE","E68D3CE","Aesculus hippocastanum","9","19","31","63","9","19","22","45","9","19","18","37","16","32",NULL,NULL,"52.47271","13.01082","4-6","5-10"
"47_22","22","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.36071","13.09089","4-6","15-20"
"374_114","114","Acer campestre","16","32",NULL,NULL,NULL,NULL,"18","37",NULL,NULL,"19","39","16","32",NULL,NULL,"52.39737","13.0676","2-4","2-5"
"16_MA9RE21","MA9RE21","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.37821","13.12139","4-6","10-15"
"422_233","233","Salix alba 'Liempde'","15","20",NULL,NULL,"35","47",NULL,NULL,"35","47","34","45","15","20",NULL,NULL,"52.37073","13.10762","8-10","15-20"
"244_271","271","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.36184","13.09076","4-6","20-25"
"289_17","17","Quercus robur","38","50",NULL,NULL,"43","57","72","97","43","57","72","97","38","50","47","63","52.39394","13.02945","10-12","15-20"
"273_132","132","Tilia spec.","25","38",NULL,NULL,NULL,NULL,"48","72",NULL,NULL,"45","67","25","38",NULL,NULL,"52.4007","13.07282","4-6","10-15"
"792_23188","23188","Tilia cordata","12","24","12","24","15","30","24","48","15","30","22","45","12","25",NULL,NULL,"52.37553","13.12191","4-6","5-10"
"43_4","4","Prunus avium",NULL,"13",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13",NULL,"16",NULL,NULL,"52.39535","13.09273","2-4","2-5"
"267_131","131","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.39226","13.11664","6-8","15-20"
"140_545","545","Quercus robur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47869","13.01169","unbekannt","20-25"
"244_272","272","Pinus sylvestris","63","75","68","82","63","75","112","134",NULL,NULL,"83","99","78","94","98","118","52.36187","13.0909","6-8","20-25"
"47_5","5","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.36074","13.09096","4-6","15-20"
"47_38","38","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.36058","13.09099","6-8","15-20"
"140_NOXQK68","NOXQK68","Acer pseudoplatanus",NULL,"11",NULL,"17",NULL,"11",NULL,"18",NULL,"11",NULL,NULL,NULL,"12",NULL,NULL,"52.47885","13.01282","unbekannt","5-10"
"140_PELAHHN","PELAHHN","Quercus robur","12","25",NULL,NULL,"14","29","24","48","14","29","24","48","12","25","16","32","52.47816","13.00974","2-4","unbekannt"
"840_1713","1713","Ulmus spec.","55","74",NULL,NULL,NULL,NULL,"55","74",NULL,NULL,"59","79",NULL,NULL,NULL,NULL,"52.4068","13.01605","4-6","10-15"
"153_168","168","Robinia pseudoacacia","10","21",NULL,NULL,"10","21","16","32","10","21","14","29",NULL,NULL,NULL,NULL,"52.39601","13.07732","2-4","2-5"
"16_24468","24468","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.37783","13.11971","4-6","10-15"
"267_110","110","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.39195","13.11632","2-4","5-10"
"392_LGA3LAN","LGA3LAN","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.38679","13.03899","4-6","10-15"
"244_149","149","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.36066","13.09136","4-6","20-25"
"244_260","260","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.36122","13.09096","2-4","15-20"
"186_175","175","Quercus robur","38","50",NULL,NULL,"43","57","72","97","43","57","72","97","38","50","47","63","52.36553","13.08932","8-10","20-25"
"140_306","306","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47826","13.01045","unbekannt","5-10"
"153_213","213","Robinia pseudoacacia",NULL,"10",NULL,NULL,NULL,"10",NULL,"16",NULL,"10",NULL,"14",NULL,NULL,NULL,NULL,"52.39501","13.07611","<2","<2"
"140_801","801","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47894","13.01303","unbekannt","20-25"
"421_20","20","Taxus baccata","45","67",NULL,NULL,"52","78","45","67",NULL,NULL,"90","134","63","94",NULL,NULL,"52.40386","13.05903","8-10","5-10"
"153_221","221","Acer campestre","16","32",NULL,NULL,NULL,NULL,"18","37",NULL,NULL,"19","39","16","32",NULL,NULL,"52.39518","13.07568","4-6","5-10"
"392_AEQMX9A","AEQMX9A","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.38686","13.03915","4-6","15-20"
"835_713064","713064","Pinus sylvestris","50","63","55","68","50","63","90","112",NULL,NULL,"66","83","63","78","79","98","52.37521","13.11972","4-6","15-20"
"140_777","777","Acer pseudoplatanus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47912","13.01277","unbekannt","10-15"
"21_MMC7AQD","MMC7AQD","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.37489","13.12145","4-6","10-15"
"16_40","40","Betula pendula","12","24","19","39","12","24",NULL,NULL,"12","24","12","24","12","25",NULL,NULL,"52.37719","13.1188","2-4","10-15"
"315_159","159","Quercus robur","63","75",NULL,NULL,"71","85","121","145","71","85","121","145","63","75","78","94","52.36298","13.0898","6-8","15-20"
"140_156","156","Quercus robur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47794","13.00993","unbekannt","15-20"
"44_38","38","Quercus robur","50","63",NULL,NULL,"57","71","97","121","57","71","97","121","50","63","63","78","52.40878","13.02133","8-10","15-20"
"290_13","13","Aesculus hippocastanum","46","55","157","188","46","55","112","134","46","55","92","111","78","94",NULL,NULL,"52.40818","13.0655","10-12","15-20"
"153_235","235","Tilia cordata","12","24","12","24","15","30","24","48","15","30","22","45","12","25",NULL,NULL,"52.39521","13.07597","4-6","5-10"
"189_16","16","Aesculus hippocastanum","28","37","94","126","28","37","67","90","28","37","55","74","47","63",NULL,NULL,"52.39537","13.07915","10-12","15-20"
"153_43","43","Juglans regia","30","45",NULL,NULL,"42","63","32","47","42","63","30","45",NULL,NULL,NULL,NULL,"52.39628","13.07546","4-6","5-10"
"174_76","76","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.3943","13.075","<2","10-15"
"244_107","107","Betula pendula","24","36","39","59","24","36",NULL,NULL,"24","36","24","36","25","38",NULL,NULL,"52.36071","13.09172","4-6","20-25"
"47_129","129","Carpinus betulus","12","25",NULL,NULL,"12","25",NULL,NULL,"12","25","17","35","12","25",NULL,NULL,"52.36097","13.08993","2-4","5-10"
"822_04661","04661","Acer platanoides","54","65","87","104","54","65","92","111","54","65",NULL,NULL,"63","75",NULL,NULL,"52.38879","13.08314","12-14","15-20"
"308_101","101","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.3851","13.1385","2-4","10-15"
"140_157","157","Quercus robur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47795","13.00994","unbekannt","15-20"
"235_11","11","Carpinus betulus","38","50",NULL,NULL,"38","50",NULL,NULL,"38","50","52","70","38","50",NULL,NULL,"52.3775","13.09804","4-6","5-10"
"835_713111","713111","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.37494","13.12086","4-6","15-20"
"186_152","152","Quercus rubra","20","25","63","78",NULL,NULL,NULL,NULL,NULL,NULL,"97","121","20","25",NULL,NULL,"52.36542","13.08912","8-10","20-25"
"186_42","42","Betula pendula","12","24","19","39","12","24",NULL,NULL,"12","24","12","24","12","25",NULL,NULL,"52.36493","13.09005","4-6","10-15"
"140_543","543","Quercus robur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47868","13.0118","unbekannt","20-25"
"140_226","226","Pinus sylvestris",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47825","13.01008","unbekannt","15-20"
"17_14--13896","14--13896","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.41378","13.00041","6-8","10-15"
"153_209","209","Tilia spec.","12","25",NULL,NULL,NULL,NULL,"24","48",NULL,NULL,"22","45","12","25",NULL,NULL,"52.39501","13.07623","2-4","5-10"
"171_19","19","Acer pseudoplatanus","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.39665","13.07414","4-6","15-20"
"153_172","172","Acer campestre","16","32",NULL,NULL,NULL,NULL,"18","37",NULL,NULL,"19","39","16","32",NULL,NULL,"52.39608","13.07722","2-4","2-5"
"308_105","105","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.3851","13.13861","4-6","15-20"
"21_FQ2LVUL","FQ2LVUL","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.375","13.12183","6-8","15-20"
"267_154","154","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.39224","13.11654","4-6","15-20"
"992_160","160","Quercus robur","75","88",NULL,NULL,"85","100","145","169","85","100","145","169","75","88","94","110","52.3852","13.13817","10-12","20-25"
"781_41_flur17_72","41_flur17_72","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.38649","13.0431","6-8","10-15"
"153_16967","16967","Aesculus hippocastanum","19","28","63","94","19","28","45","67","19","28","37","55","32","47",NULL,NULL,"52.39709","13.0786","8-10","10-15"
"140_PN2RNFG","PN2RNFG","Quercus robur","88","100",NULL,NULL,"100","114","169","193","100","114","169","193","88","100","110","126","52.4786","13.01203","10-12","15-20"
"17_31--13790","31--13790","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.41352","12.99866","<2","5-10"
"827_0143","0143","Aesculus hippocastanum","9","19","31","63","9","19","22","45","9","19","18","37","16","32",NULL,NULL,"52.38214","13.09041","4-6","5-10"
"835_713066","713066","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.37519","13.11974","4-6","15-20"
"14_78","78","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.37525","13.0091","2-4","5-10"
"47_63","63","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.3606","13.09071","4-6","20-25"
"374_111","111","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.39746","13.06764","<2","2-5"
"186_91","91","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.36556","13.08897","10-12","15-20"
"140_434","434","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47845","13.01111","unbekannt","15-20"
"140_136","136","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.47816","13.0098","4-6","15-20"
"271_27","27","Aesculus hippocastanum","19","28","63","94","19","28","45","67","19","28","37","55","32","47",NULL,NULL,"52.40529","13.06431","8-10","10-15"
"835_712970","712970","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.375","13.12094","4-6","15-20"
